CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Combined_Score,RFM_Score_Label,Customer_Segment
15978,68,2,1121.32,3,3,4,10,3-3-4,Loyal Mid-Tier
15979,238,1,291.3,1,2,2,5,1-2-2,Disengaged Low-Value
15980,126,3,548.0,2,4,3,9,2-4-3,Occasional Browsers
15981,101,6,2110.99,2,5,5,12,2-5-5,Dormant Spenders
15982,241,1,255.91,1,2,2,5,1-2-2,Disengaged Low-Value
15983,1,6,1654.75,5,5,5,15,5-5-5,High-Value Regulars
15984,4,17,3025.27,5,5,5,15,5-5-5,High-Value Regulars
15985,72,5,1084.34,2,4,4,10,2-4-4,Dormant Spenders
15986,17,1,186.3,4,2,2,8,4-2-2,Promising Newcomers
15987,4,2,208.75,5,3,2,10,5-3-2,Occasional Browsers
15988,187,2,523.96,1,3,3,7,1-3-3,Occasional Browsers
15989,11,2,277.22,5,3,2,10,5-3-2,Occasional Browsers
15990,130,5,981.49,2,4,4,10,2-4-4,Dormant Spenders
15991,170,1,42.1,2,2,1,5,2-2-1,Fading Customers
15992,32,2,821.71,4,3,4,11,4-3-4,Loyal Mid-Tier
15994,47,2,624.85,3,3,4,10,3-3-4,Loyal Mid-Tier
15995,50,1,464.44,3,2,3,8,3-2-3,Fading Customers
15996,2,2,451.93,5,3,3,11,5-3-3,Loyal Mid-Tier
15998,29,11,4458.26,4,5,5,14,4-5-5,High-Value Regulars
15999,371,1,20.4,1,2,1,4,1-2-1,Disengaged Low-Value
16001,17,1,499.84,4,2,3,9,4-2-3,Promising Newcomers
16002,261,1,148.51,1,2,1,4,1-2-1,Disengaged Low-Value
16003,17,4,1296.27,4,4,5,13,4-4-5,High-Value Regulars
16004,110,5,1444.9,2,4,5,11,2-4-5,Dormant Spenders
16005,11,6,1573.63,5,5,5,15,5-5-5,High-Value Regulars
16006,23,1,215.52,4,2,2,8,4-2-2,Promising Newcomers
16007,19,3,1251.57,4,4,5,13,4-4-5,High-Value Regulars
16008,18,12,2785.24,4,5,5,14,4-5-5,High-Value Regulars
16010,12,8,1302.46,5,5,5,15,5-5-5,High-Value Regulars
16011,2,14,2083.2,5,5,5,15,5-5-5,High-Value Regulars
16012,37,2,1379.4,3,3,5,11,3-3-5,Loyal Mid-Tier
16013,330,1,220.2,1,2,2,5,1-2-2,Disengaged Low-Value
16014,44,2,409.15,3,3,3,9,3-3-3,Loyal Mid-Tier
16016,2,4,736.71,5,4,4,13,5-4-4,High-Value Regulars
16017,53,4,1118.1,3,4,4,11,3-4-4,Loyal Mid-Tier
16018,32,2,126.63,4,3,1,8,4-3-1,Occasional Browsers
16019,28,13,1302.71,4,5,5,14,4-5-5,High-Value Regulars
16021,31,2,386.68,4,3,3,10,4-3-3,Loyal Mid-Tier
16024,47,2,51.96,3,3,1,7,3-3-1,Fading Customers
16027,217,3,96.0,1,4,1,6,1-4-1,Occasional Browsers
16028,231,1,65.2,1,2,1,4,1-2-1,Disengaged Low-Value
16032,92,6,1813.01,2,5,5,12,2-5-5,Dormant Spenders
16033,5,8,1194.78,5,5,4,14,5-5-4,High-Value Regulars
16034,30,2,281.92,4,3,2,9,4-3-2,Occasional Browsers
16035,196,1,82.43,1,2,1,4,1-2-1,Disengaged Low-Value
16036,60,2,1024.27,3,3,4,10,3-3-4,Loyal Mid-Tier
16037,180,2,454.82,1,3,3,7,1-3-3,Occasional Browsers
16039,59,2,438.5,3,3,3,9,3-3-3,Loyal Mid-Tier
16040,66,4,915.2,3,4,4,11,3-4-4,Loyal Mid-Tier
16042,15,3,824.28,5,4,4,13,5-4-4,High-Value Regulars
16043,18,3,423.6,4,4,3,11,4-4-3,Loyal Mid-Tier
16044,71,1,307.94,3,2,2,7,3-2-2,Fading Customers
16045,52,4,891.4,3,4,4,11,3-4-4,Loyal Mid-Tier
16046,198,1,168.79,1,2,2,5,1-2-2,Disengaged Low-Value
16048,9,4,579.99,5,4,3,12,5-4-3,Loyal Mid-Tier
16049,11,3,591.19,5,4,4,13,5-4-4,High-Value Regulars
16050,19,2,145.8,4,3,1,8,4-3-1,Occasional Browsers
16051,317,1,188.44,1,2,2,5,1-2-2,Disengaged Low-Value
16053,49,4,1502.21,3,4,5,12,3-4-5,Loyal Mid-Tier
16054,54,3,620.81,3,4,4,11,3-4-4,Loyal Mid-Tier
16057,155,3,1407.38,2,4,5,11,2-4-5,Dormant Spenders
16058,42,1,17.7,3,2,1,6,3-2-1,Fading Customers
16059,3,7,1531.21,5,5,5,15,5-5-5,High-Value Regulars
16060,66,2,332.15,3,3,3,9,3-3-3,Loyal Mid-Tier
16061,67,1,29.75,3,2,1,6,3-2-1,Fading Customers
16062,15,4,1346.57,5,4,5,14,5-4-5,High-Value Regulars
16064,361,1,93.41,1,2,1,4,1-2-1,Disengaged Low-Value
16065,1,8,1774.88,5,5,5,15,5-5-5,High-Value Regulars
16067,198,3,558.21,1,4,3,8,1-4-3,Occasional Browsers
16068,229,1,97.28,1,2,1,4,1-2-1,Disengaged Low-Value
16069,53,1,220.4,3,2,2,7,3-2-2,Fading Customers
16071,163,3,739.61,2,4,4,10,2-4-4,Dormant Spenders
16072,64,3,2416.77,3,4,5,12,3-4-5,Loyal Mid-Tier
16074,26,1,102.35,4,2,1,7,4-2-1,Promising Newcomers
16075,138,2,515.23,2,3,3,8,2-3-3,Fading Customers
16078,305,1,278.75,1,2,2,5,1-2-2,Disengaged Low-Value
16080,21,2,307.05,4,3,2,9,4-3-2,Occasional Browsers
16081,2,4,1295.13,5,4,5,14,5-4-5,High-Value Regulars
16082,306,1,66.85,1,2,1,4,1-2-1,Disengaged Low-Value
16083,18,2,571.2,4,3,3,10,4-3-3,Loyal Mid-Tier
16085,16,7,1063.52,4,5,4,13,4-5-4,High-Value Regulars
16086,3,6,1141.15,5,5,4,14,5-5-4,High-Value Regulars
16088,227,1,33.75,1,2,1,4,1-2-1,Disengaged Low-Value
16089,22,2,213.69,4,3,2,9,4-3-2,Occasional Browsers
16090,260,1,129.56,1,2,1,4,1-2-1,Disengaged Low-Value
16092,140,3,493.84,2,4,3,9,2-4-3,Occasional Browsers
16094,11,7,1435.03,5,5,5,15,5-5-5,High-Value Regulars
16095,92,1,447.05,2,2,3,7,2-2-3,Fading Customers
16096,52,3,594.45,3,4,4,11,3-4-4,Loyal Mid-Tier
16098,9,8,976.53,5,5,4,14,5-5-4,High-Value Regulars
16099,53,3,250.6,3,4,2,9,3-4-2,Occasional Browsers
16100,98,1,565.64,2,2,3,7,2-2-3,Fading Customers
16101,70,3,1577.11,3,4,5,12,3-4-5,Loyal Mid-Tier
16103,25,16,1869.36,4,5,5,14,4-5-5,High-Value Regulars
16104,54,8,1455.24,3,5,5,13,3-5-5,Loyal Mid-Tier
16105,74,4,1426.03,2,4,5,11,2-4-5,Dormant Spenders
16108,70,3,1239.67,3,4,5,12,3-4-5,Loyal Mid-Tier
16109,334,1,75.6,1,2,1,4,1-2-1,Disengaged Low-Value
16110,158,1,302.35,2,2,2,6,2-2-2,Fading Customers
16111,64,1,418.83,3,2,3,8,3-2-3,Fading Customers
16115,33,4,850.02,4,4,4,12,4-4-4,High-Value Regulars
16117,38,2,353.34,3,3,3,9,3-3-3,Loyal Mid-Tier
16118,288,1,67.44,1,2,1,4,1-2-1,Disengaged Low-Value
16119,30,5,535.63,4,4,3,11,4-4-3,Loyal Mid-Tier
16120,58,2,251.57,3,3,2,8,3-3-2,Fading Customers
16121,26,3,515.83,4,4,3,11,4-4-3,Loyal Mid-Tier
16122,2,3,303.06,5,4,2,11,5-4-2,Occasional Browsers
16124,54,3,1125.09,3,4,4,11,3-4-4,Loyal Mid-Tier
16125,3,14,3259.59,5,5,5,15,5-5-5,High-Value Regulars
16126,15,11,2973.39,5,5,5,15,5-5-5,High-Value Regulars
16127,362,1,116.41,1,2,1,4,1-2-1,Disengaged Low-Value
16128,16,5,1461.19,4,4,5,13,4-4-5,High-Value Regulars
16129,43,3,1137.99,3,4,4,11,3-4-4,Loyal Mid-Tier
16130,58,4,588.73,3,4,4,11,3-4-4,Loyal Mid-Tier
16131,11,4,1346.89,5,4,5,14,5-4-5,High-Value Regulars
16132,180,2,153.8,1,3,1,5,1-3-1,Occasional Browsers
16133,12,17,1681.21,5,5,5,15,5-5-5,High-Value Regulars
16134,59,3,1239.74,3,4,5,12,3-4-5,Loyal Mid-Tier
16135,219,1,264.5,1,2,2,5,1-2-2,Disengaged Low-Value
16136,299,1,97.5,1,2,1,4,1-2-1,Disengaged Low-Value
16137,316,1,382.2,1,2,3,6,1-2-3,Occasional Browsers
16138,14,3,393.5,5,4,3,12,5-4-3,Loyal Mid-Tier
16139,358,2,425.73,1,3,3,7,1-3-3,Occasional Browsers
16140,7,2,577.66,5,3,3,11,5-3-3,Loyal Mid-Tier
16141,53,1,219.89,3,2,2,7,3-2-2,Fading Customers
16143,5,7,1842.59,5,5,5,15,5-5-5,High-Value Regulars
16145,24,8,2301.26,4,5,5,14,4-5-5,High-Value Regulars
16146,84,1,212.25,2,2,2,6,2-2-2,Fading Customers
16147,36,4,1589.18,4,4,5,13,4-4-5,High-Value Regulars
16148,72,1,70.2,2,2,1,5,2-2-1,Fading Customers
16149,65,1,105.22,3,2,1,6,3-2-1,Fading Customers
16150,8,6,1767.27,5,5,5,15,5-5-5,High-Value Regulars
16153,56,6,2177.38,3,5,5,13,3-5-5,Loyal Mid-Tier
16155,17,5,646.45,4,4,4,12,4-4-4,High-Value Regulars
16156,18,10,1910.26,4,5,5,14,4-5-5,High-Value Regulars
16158,158,7,347.5,2,5,3,10,2-5-3,Occasional Browsers
16159,106,3,817.54,2,4,4,10,2-4-4,Dormant Spenders
16161,4,25,6036.65,5,5,5,15,5-5-5,High-Value Regulars
16163,1,5,721.88,5,4,4,13,5-4-4,High-Value Regulars
16166,64,2,339.38,3,3,3,9,3-3-3,Loyal Mid-Tier
16167,50,5,794.43,3,4,4,11,3-4-4,Loyal Mid-Tier
16168,5,35,2591.7,5,5,5,15,5-5-5,High-Value Regulars
16170,31,14,4223.12,4,5,5,14,4-5-5,High-Value Regulars
16172,109,2,666.25,2,3,4,9,2-3-4,Fading Customers
16174,127,4,753.7,2,4,4,10,2-4-4,Dormant Spenders
16175,107,3,581.45,2,4,3,9,2-4-3,Occasional Browsers
16176,57,3,902.04,3,4,4,11,3-4-4,Loyal Mid-Tier
16177,72,7,1663.01,2,5,5,12,2-5-5,Dormant Spenders
16178,37,1,235.84,3,2,2,7,3-2-2,Fading Customers
16180,114,5,2315.35,2,4,5,11,2-4-5,Dormant Spenders
16182,226,1,40.08,1,2,1,4,1-2-1,Disengaged Low-Value
16183,30,3,417.5,4,4,3,11,4-4-3,Loyal Mid-Tier
16185,200,1,104.36,1,2,1,4,1-2-1,Disengaged Low-Value
16186,8,15,4425.2,5,5,5,15,5-5-5,High-Value Regulars
16188,44,1,95.85,3,2,1,6,3-2-1,Fading Customers
16190,30,7,1688.85,4,5,5,14,4-5-5,High-Value Regulars
16191,53,4,336.65,3,4,3,10,3-4-3,Loyal Mid-Tier
16192,371,1,129.6,1,2,1,4,1-2-1,Disengaged Low-Value
16193,46,1,301.03,3,2,2,7,3-2-2,Fading Customers
16194,11,1,80.4,5,2,1,8,5-2-1,Promising Newcomers
16195,359,1,323.25,1,2,3,6,1-2-3,Occasional Browsers
16196,124,1,93.3,2,2,1,5,2-2-1,Fading Customers
16197,105,8,1184.56,2,5,4,11,2-5-4,Dormant Spenders
16198,73,1,381.51,2,2,3,7,2-2-3,Fading Customers
16199,107,1,29.7,2,2,1,5,2-2-1,Fading Customers
16200,18,10,3596.92,4,5,5,14,4-5-5,High-Value Regulars
16201,51,1,207.25,3,2,2,7,3-2-2,Fading Customers
16202,53,8,1372.95,3,5,5,13,3-5-5,Loyal Mid-Tier
16203,8,3,441.28,5,4,3,12,5-4-3,Loyal Mid-Tier
16204,16,2,411.64,4,3,3,10,4-3-3,Loyal Mid-Tier
16205,32,3,625.42,4,4,4,12,4-4-4,High-Value Regulars
16206,23,9,1594.04,4,5,5,14,4-5-5,High-Value Regulars
16208,30,8,2021.34,4,5,5,14,4-5-5,High-Value Regulars
16209,18,1,205.3,4,2,2,8,4-2-2,Promising Newcomers
16210,4,11,1271.99,5,5,5,15,5-5-5,High-Value Regulars
16211,74,1,243.57,2,2,2,6,2-2-2,Fading Customers
16212,254,2,540.32,1,3,3,7,1-3-3,Occasional Browsers
16214,71,1,706.5,3,2,4,9,3-2-4,Fading Customers
16218,9,7,1181.87,5,5,4,14,5-5-4,High-Value Regulars
16221,3,7,928.09,5,5,4,14,5-5-4,High-Value Regulars
16222,357,1,389.15,1,2,3,6,1-2-3,Occasional Browsers
16223,10,2,868.5,5,3,4,12,5-3-4,Loyal Mid-Tier
16224,23,1,147.3,4,2,1,7,4-2-1,Promising Newcomers
16225,38,10,1469.79,3,5,5,13,3-5-5,Loyal Mid-Tier
16226,14,2,346.05,5,3,3,11,5-3-3,Loyal Mid-Tier
16227,130,2,360.1,2,3,3,8,2-3-3,Fading Customers
16228,21,3,397.79,4,4,3,11,4-4-3,Loyal Mid-Tier
16229,17,4,1492.46,4,4,5,13,4-4-5,High-Value Regulars
16231,15,4,696.05,5,4,4,13,5-4-4,High-Value Regulars
16232,56,3,870.49,3,4,4,11,3-4-4,Loyal Mid-Tier
16233,15,6,615.68,5,5,4,14,5-5-4,High-Value Regulars
16234,112,2,191.88,2,3,2,7,2-3-2,Fading Customers
16235,11,4,841.45,5,4,4,13,5-4-4,High-Value Regulars
16237,73,1,104.85,2,2,1,5,2-2-1,Fading Customers
16238,58,1,63.66,3,2,1,6,3-2-1,Fading Customers
16239,18,3,129.6,4,4,1,9,4-4-1,Occasional Browsers
16241,5,4,1293.65,5,4,5,14,5-4-5,High-Value Regulars
16242,17,6,3043.26,4,5,5,14,4-5-5,High-Value Regulars
16244,8,1,1024.83,5,2,4,11,5-2-4,Promising Newcomers
16246,95,2,670.25,2,3,4,9,2-3-4,Fading Customers
16250,9,2,338.34,5,3,3,11,5-3-3,Loyal Mid-Tier
16251,148,1,104.46,2,2,1,5,2-2-1,Fading Customers
16252,18,1,251.14,4,2,2,8,4-2-2,Promising Newcomers
16253,56,5,2027.59,3,4,5,12,3-4-5,Loyal Mid-Tier
16254,14,3,780.97,5,4,4,13,5-4-4,High-Value Regulars
16255,1,8,1788.34,5,5,5,15,5-5-5,High-Value Regulars
16256,129,1,57.6,2,2,1,5,2-2-1,Fading Customers
16258,23,9,2773.74,4,5,5,14,4-5-5,High-Value Regulars
16259,46,3,314.39,3,4,3,10,3-4-3,Loyal Mid-Tier
16261,22,2,312.62,4,3,3,10,4-3-3,Loyal Mid-Tier
16262,14,1,588.55,5,2,4,11,5-2-4,Promising Newcomers
16263,59,1,155.68,3,2,1,6,3-2-1,Fading Customers
16264,74,2,654.58,2,3,4,9,2-3-4,Fading Customers
16265,22,3,835.47,4,4,4,12,4-4-4,High-Value Regulars
16266,59,5,494.11,3,4,3,10,3-4-3,Loyal Mid-Tier
16267,227,1,41.1,1,2,1,4,1-2-1,Disengaged Low-Value
16269,73,1,662.25,2,2,4,8,2-2-4,Fading Customers
16271,106,4,1703.86,2,4,5,11,2-4-5,Dormant Spenders
16273,292,1,79.89,1,2,1,4,1-2-1,Disengaged Low-Value
16274,9,1,195.45,5,2,2,9,5-2-2,Promising Newcomers
16275,110,2,1236.58,2,3,4,9,2-3-4,Fading Customers
16276,115,2,151.28,2,3,1,6,2-3-1,Fading Customers
16277,369,1,62.94,1,2,1,4,1-2-1,Disengaged Low-Value
16278,116,2,298.96,2,3,2,7,2-3-2,Fading Customers
16279,21,6,3185.58,4,5,5,14,4-5-5,High-Value Regulars
16280,361,1,202.25,1,2,2,5,1-2-2,Disengaged Low-Value
16281,59,1,187.8,3,2,2,7,3-2-2,Fading Customers
16282,123,2,159.35,2,3,1,6,2-3-1,Fading Customers
16283,54,3,2435.15,3,4,5,12,3-4-5,Loyal Mid-Tier
16284,29,1,205.8,4,2,2,8,4-2-2,Promising Newcomers
16285,282,1,176.9,1,2,2,5,1-2-2,Disengaged Low-Value
16286,113,2,235.75,2,3,2,7,2-3-2,Fading Customers
16287,12,4,381.9,5,4,3,12,5-4-3,Loyal Mid-Tier
16288,106,1,39.5,2,2,1,5,2-2-1,Fading Customers
16289,98,1,95.06,2,2,1,5,2-2-1,Fading Customers
16290,100,4,1062.25,2,4,4,10,2-4-4,Dormant Spenders
16292,16,4,428.0,4,4,3,11,4-4-3,Loyal Mid-Tier
16293,3,6,1887.11,5,5,5,15,5-5-5,High-Value Regulars
16294,112,1,126.05,2,2,1,5,2-2-1,Fading Customers
16296,262,4,1117.97,1,4,4,9,1-4-4,Dormant Spenders
16298,33,3,218.15,4,4,2,10,4-4-2,Occasional Browsers
16299,113,1,193.65,2,2,2,6,2-2-2,Fading Customers
16300,66,3,1250.72,3,4,5,12,3-4-5,Loyal Mid-Tier
16301,372,1,107.33,1,2,1,4,1-2-1,Disengaged Low-Value
16303,28,4,2211.64,4,4,5,13,4-4-5,High-Value Regulars
16304,330,1,357.79,1,2,3,6,1-2-3,Occasional Browsers
16306,3,2,417.75,5,3,3,11,5-3-3,Loyal Mid-Tier
16307,65,3,979.76,3,4,4,11,3-4-4,Loyal Mid-Tier
16310,50,2,421.83,3,3,3,9,3-3-3,Loyal Mid-Tier
16312,68,1,158.4,3,2,1,6,3-2-1,Fading Customers
16314,25,3,786.8,4,4,4,12,4-4-4,High-Value Regulars
16315,172,1,106.89,2,2,1,5,2-2-1,Fading Customers
16316,16,5,1836.55,4,4,5,13,4-4-5,High-Value Regulars
16317,186,2,607.81,1,3,4,8,1-3-4,Dormant Spenders
16320,89,4,2504.8,2,4,5,11,2-4-5,Dormant Spenders
16321,262,2,230.9,1,3,2,6,1-3-2,Occasional Browsers
16325,64,8,1532.85,3,5,5,13,3-5-5,Loyal Mid-Tier
16326,19,9,1210.38,4,5,4,13,4-5-4,High-Value Regulars
16327,5,11,5859.81,5,5,5,15,5-5-5,High-Value Regulars
16328,199,1,310.83,1,2,3,6,1-2-3,Occasional Browsers
16329,63,4,651.77,3,4,4,11,3-4-4,Loyal Mid-Tier
16330,60,4,356.02,3,4,3,10,3-4-3,Loyal Mid-Tier
16331,68,5,412.05,3,4,3,10,3-4-3,Loyal Mid-Tier
16332,67,3,319.54,3,4,3,10,3-4-3,Loyal Mid-Tier
16334,128,1,234.36,2,2,2,6,2-2-2,Fading Customers
16335,187,7,2065.32,1,5,5,11,1-5-5,Dormant Spenders
16336,94,3,638.06,2,4,4,10,2-4-4,Dormant Spenders
16340,75,2,896.68,2,3,4,9,2-3-4,Fading Customers
16341,73,3,1094.34,2,4,4,10,2-4-4,Dormant Spenders
16343,43,1,181.39,3,2,2,7,3-2-2,Fading Customers
16344,145,3,725.42,2,4,4,10,2-4-4,Dormant Spenders
16345,119,1,596.33,2,2,4,8,2-2-4,Fading Customers
16346,21,1,207.0,4,2,2,8,4-2-2,Promising Newcomers
16347,24,8,1802.65,4,5,5,14,4-5-5,High-Value Regulars
16348,66,1,265.29,3,2,2,7,3-2-2,Fading Customers
16350,10,4,841.81,5,4,4,13,5-4-4,High-Value Regulars
16351,47,12,2798.03,3,5,5,13,3-5-5,Loyal Mid-Tier
16353,10,10,1091.75,5,5,4,14,5-5-4,High-Value Regulars
16354,15,3,628.4,5,4,4,13,5-4-4,High-Value Regulars
16355,11,1,299.4,5,2,2,9,5-2-2,Promising Newcomers
16356,12,3,204.1,5,4,2,11,5-4-2,Occasional Browsers
16357,17,1,169.89,4,2,2,8,4-2-2,Promising Newcomers
16358,30,1,614.53,4,2,4,10,4-2-4,Promising Newcomers
16359,12,6,496.05,5,5,3,13,5-5-3,Loyal Mid-Tier
16362,73,1,192.27,2,2,2,6,2-2-2,Fading Customers
16365,3,7,389.9,5,5,3,13,5-5-3,Loyal Mid-Tier
16366,218,3,856.13,1,4,4,9,1-4-4,Dormant Spenders
16367,19,1,542.25,4,2,3,9,4-2-3,Promising Newcomers
16368,71,1,133.03,3,2,1,6,3-2-1,Fading Customers
16369,72,4,775.7,2,4,4,10,2-4-4,Dormant Spenders
16371,84,1,120.0,2,2,1,5,2-2-1,Fading Customers
16372,45,3,882.68,3,4,4,11,3-4-4,Loyal Mid-Tier
16373,18,2,218.79,4,3,2,9,4-3-2,Occasional Browsers
16374,38,3,935.82,3,4,4,11,3-4-4,Loyal Mid-Tier
16375,106,2,104.0,2,3,1,6,2-3-1,Fading Customers
16381,31,2,200.2,4,3,2,9,4-3-2,Occasional Browsers
16382,44,2,215.75,3,3,2,8,3-3-2,Fading Customers
16383,32,5,1779.97,4,4,5,13,4-4-5,High-Value Regulars
16384,65,2,698.41,3,3,4,10,3-3-4,Loyal Mid-Tier
16385,2,3,437.34,5,4,3,12,5-4-3,Loyal Mid-Tier
16386,23,1,447.57,4,2,3,9,4-2-3,Promising Newcomers
16387,31,4,481.41,4,4,3,11,4-4-3,Loyal Mid-Tier
16388,289,1,186.05,1,2,2,5,1-2-2,Disengaged Low-Value
16390,173,2,275.8,2,3,2,7,2-3-2,Fading Customers
16391,36,4,891.36,4,4,4,12,4-4-4,High-Value Regulars
16392,49,2,494.91,3,3,3,9,3-3-3,Loyal Mid-Tier
16393,5,11,2336.96,5,5,5,15,5-5-5,High-Value Regulars
16395,29,9,1848.71,4,5,5,14,4-5-5,High-Value Regulars
16396,112,1,137.8,2,2,1,5,2-2-1,Fading Customers
16397,264,1,20.38,1,2,1,4,1-2-1,Disengaged Low-Value
16399,25,1,178.19,4,2,2,8,4-2-2,Promising Newcomers
16400,31,8,1585.92,4,5,5,14,4-5-5,High-Value Regulars
16401,15,9,1266.88,5,5,5,15,5-5-5,High-Value Regulars
16402,5,1,173.0,5,2,2,9,5-2-2,Promising Newcomers
16406,86,2,291.71,2,3,2,7,2-3-2,Fading Customers
16407,25,3,490.21,4,4,3,11,4-4-3,Loyal Mid-Tier
16408,227,1,231.93,1,2,2,5,1-2-2,Disengaged Low-Value
16409,16,7,2966.82,4,5,5,14,4-5-5,High-Value Regulars
16410,370,1,25.2,1,2,1,4,1-2-1,Disengaged Low-Value
16411,5,3,655.34,5,4,4,13,5-4-4,High-Value Regulars
16412,29,4,368.95,4,4,3,11,4-4-3,Loyal Mid-Tier
16413,11,1,239.13,5,2,2,9,5-2-2,Promising Newcomers
16414,67,3,330.61,3,4,3,10,3-4-3,Loyal Mid-Tier
16415,219,2,468.94,1,3,3,7,1-3-3,Occasional Browsers
16416,26,6,985.28,4,5,4,13,4-5-4,High-Value Regulars
16417,128,1,35.7,2,2,1,5,2-2-1,Fading Customers
16418,44,2,308.82,3,3,2,8,3-3-2,Fading Customers
16419,213,2,263.21,1,3,2,6,1-3-2,Occasional Browsers
16420,32,1,33.0,4,2,1,7,4-2-1,Promising Newcomers
16421,12,3,315.82,5,4,3,12,5-4-3,Loyal Mid-Tier
16422,5,33,2217.44,5,5,5,15,5-5-5,High-Value Regulars
16424,18,1,63.5,4,2,1,7,4-2-1,Promising Newcomers
16428,49,3,507.99,3,4,3,10,3-4-3,Loyal Mid-Tier
16430,17,5,310.54,4,4,2,10,4-4-2,Occasional Browsers
16433,44,1,150.76,3,2,1,6,3-2-1,Fading Customers
16434,82,5,574.51,2,4,3,9,2-4-3,Occasional Browsers
16435,148,3,580.47,2,4,3,9,2-4-3,Occasional Browsers
16436,304,3,310.64,1,4,2,7,1-4-2,Occasional Browsers
16437,17,2,222.05,4,3,2,9,4-3-2,Occasional Browsers
16439,358,1,122.7,1,2,1,4,1-2-1,Disengaged Low-Value
16440,129,1,216.3,2,2,2,6,2-2-2,Fading Customers
16441,53,3,568.13,3,4,3,10,3-4-3,Loyal Mid-Tier
16442,240,2,240.68,1,3,2,6,1-3-2,Occasional Browsers
16444,26,12,2337.95,4,5,5,14,4-5-5,High-Value Regulars
16445,22,3,344.7,4,4,3,11,4-4-3,Loyal Mid-Tier
16447,226,2,442.49,1,3,3,7,1-3-3,Occasional Browsers
16448,107,1,178.13,2,2,2,6,2-2-2,Fading Customers
16450,220,2,404.18,1,3,3,7,1-3-3,Occasional Browsers
16451,197,2,697.23,1,3,4,8,1-3-4,Dormant Spenders
16452,266,2,147.67,1,3,1,5,1-3-1,Occasional Browsers
16453,166,2,144.06,2,3,1,6,2-3-1,Fading Customers
16454,242,2,24.05,1,3,1,5,1-3-1,Occasional Browsers
16455,7,6,1872.75,5,5,5,15,5-5-5,High-Value Regulars
16456,9,9,2426.75,5,5,5,15,5-5-5,High-Value Regulars
16458,11,12,1893.95,5,5,5,15,5-5-5,High-Value Regulars
16459,365,1,61.35,1,2,1,4,1-2-1,Disengaged Low-Value
16461,226,2,1140.68,1,3,4,8,1-3-4,Dormant Spenders
16465,56,2,542.54,3,3,3,9,3-3-3,Loyal Mid-Tier
16466,19,8,1352.43,4,5,5,14,4-5-5,High-Value Regulars
16468,106,2,497.22,2,3,3,8,2-3-3,Fading Customers
16469,150,1,97.84,2,2,1,5,2-2-1,Fading Customers
16470,32,7,1391.03,4,5,5,14,4-5-5,High-Value Regulars
16471,29,3,624.63,4,4,4,12,4-4-4,High-Value Regulars
16472,70,2,390.0,3,3,3,9,3-3-3,Loyal Mid-Tier
16473,10,1,154.72,5,2,1,8,5-2-1,Promising Newcomers
16476,67,1,290.85,3,2,2,7,3-2-2,Fading Customers
16477,7,5,1673.17,5,4,5,14,5-4-5,High-Value Regulars
16481,318,1,193.1,1,2,2,5,1-2-2,Disengaged Low-Value
16485,68,4,1283.42,3,4,5,12,3-4-5,Loyal Mid-Tier
16486,173,1,134.36,2,2,1,5,2-2-1,Fading Customers
16487,213,2,170.65,1,3,2,6,1-3-2,Occasional Browsers
16489,16,2,45.7,4,3,1,8,4-3-1,Occasional Browsers
16490,72,1,205.41,2,2,2,6,2-2-2,Fading Customers
16491,49,1,754.9,3,2,4,9,3-2-4,Fading Customers
16492,176,1,321.96,2,2,3,7,2-2-3,Fading Customers
16493,80,3,400.92,2,4,3,9,2-4-3,Occasional Browsers
16496,67,3,602.82,3,4,4,11,3-4-4,Loyal Mid-Tier
16497,49,17,2839.99,3,5,5,13,3-5-5,Loyal Mid-Tier
16499,10,6,1800.87,5,5,5,15,5-5-5,High-Value Regulars
16500,10,3,318.75,5,4,3,12,5-4-3,Loyal Mid-Tier
16501,19,1,898.23,4,2,4,10,4-2-4,Promising Newcomers
16502,256,1,133.67,1,2,1,4,1-2-1,Disengaged Low-Value
16503,31,7,1750.16,4,5,5,14,4-5-5,High-Value Regulars
16507,208,1,132.76,1,2,1,4,1-2-1,Disengaged Low-Value
16508,266,1,205.5,1,2,2,5,1-2-2,Disengaged Low-Value
16510,8,6,1391.75,5,5,5,15,5-5-5,High-Value Regulars
16511,33,3,660.92,4,4,4,12,4-4-4,High-Value Regulars
16515,15,5,911.24,5,4,4,13,5-4-4,High-Value Regulars
16518,57,2,365.8,3,3,3,9,3-3-3,Loyal Mid-Tier
16519,1,3,259.68,5,4,2,11,5-4-2,Occasional Browsers
16520,1,4,1253.97,5,4,5,14,5-4-5,High-Value Regulars
16521,51,3,915.66,3,4,4,11,3-4-4,Loyal Mid-Tier
16522,71,2,254.5,3,3,2,8,3-3-2,Fading Customers
16523,51,6,830.26,3,5,4,12,3-5-4,Loyal Mid-Tier
16524,82,2,255.64,2,3,2,7,2-3-2,Fading Customers
16525,2,21,1189.42,5,5,4,14,5-5-4,High-Value Regulars
16526,220,1,142.55,1,2,1,4,1-2-1,Disengaged Low-Value
16527,60,1,815.38,3,2,4,9,3-2-4,Fading Customers
16529,113,3,1182.95,2,4,4,10,2-4-4,Dormant Spenders
16530,304,1,38.4,1,2,1,4,1-2-1,Disengaged Low-Value
16531,17,4,844.56,4,4,4,12,4-4-4,High-Value Regulars
